"text";"favorited";"favoriteCount";"replyToSN";"created";"truncated";"replyToSID";"id";"replyToUID";"statusSource";"screenName";"retweetCount";"isRetweet";"retweeted";"longitude";"latitude"
"First Artificial Intelligence Powered Job Market Place - Boon Tech https://t.co/eht9jBcpRe";FALSE;0;NA;2018-04-20 21:49:20;FALSE;NA;"987448152428089345";NA;"<a href=\"http://www.facebook.com/twitter\" rel=\"nofollow\">Facebook</a>";"Ruslikgym";0;FALSE;FALSE;NA;NA
"Chinese factories deploy AI to grow more than 6 billion roaches a year https://t.co/siLa1Zpq1x";FALSE;0;NA;2018-04-20 21:49:16;FALSE;NA;"987448136535871493";NA;"<a href=\"https://ifttt.com\" rel=\"nofollow\">IFTTT</a>";"ai_ninjas";0;FALSE;FALSE;NA;NA
"Chinese factories deploy AI to grow more than 6 billion roaches a year https://t.co/HUuLr6tmve";FALSE;0;NA;2018-04-20 21:49:15;FALSE;NA;"987448135139102721";NA;"<a href=\"https://ifttt.com\" rel=\"nofollow\">IFTTT</a>";"silisaonevalley";0;FALSE;FALSE;NA;NA
"Chinese factories are growing more than 6 billion roaches a year using AI https://t.co/hjZgWhm6k7 https://t.co/ACLRjV9XDC";FALSE;0;NA;2018-04-20 21:49:06;FALSE;NA;"987448095888691200";NA;"<a href=\"https://dlvrit.com/\" rel=\"nofollow\">dlvr.it</a>";"techrdv";0;FALSE;FALSE;NA;NA
"McKinsey’s latest #AI research predicts it could create trillions worth of value ... someday… https://t.co/Tum7INdK9a";FALSE;0;NA;2018-04-20 21:49:05;TRUE;NA;"987448090142609408";NA;"<a href=\"http://www.oktopost.com\" rel=\"nofollow\">Oktopost</a>";"mapr";0;FALSE;FALSE;NA;NA
"Chinese factories are growing more than 6 billion roaches a year using AI https://t.co/MiuukQAeA1 https://t.co/lkXQeA7pfq";FALSE;0;NA;2018-04-20 21:49:04;FALSE;NA;"987448086774530049";NA;"<a href=\"https://dlvrit.com/\" rel=\"nofollow\">dlvr.it</a>";"HalaBughazi";0;FALSE;FALSE;NA;NA
"Yapay Zeka üzerine arastirma yapan mühendisler, yilda 1 milyon dolar kazanabiliyorlar. Hem de sermayesiz

Ylisans,… https://t.co/CUGgZzS9Rd";FALSE;44;NA;2018-04-20 21:49:03;TRUE;NA;"987448082731294721";NA;"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>";"srkninci";10;FALSE;FALSE;NA;NA
"RT @TorstenVolk: 5 #AI bots that I want to see this year: https://t.co/DSvWKqUeIE Need some #WYSIWYG tooling to get this done: https://t.co…";FALSE;0;NA;2018-04-20 21:49:02;FALSE;NA;"987448079996604416";NA;"<a href=\"http://www.adaptivebox.net\" rel=\"nofollow\">AdaBox1</a>";"AdaptiveToolbox";1;TRUE;FALSE;NA;NA
"Chinese factories are growing more than 6 billion roaches a year using AI https://t.co/nCwwz0xKjX https://t.co/xNPRPzTpTK";FALSE;0;NA;2018-04-20 21:49:01;FALSE;NA;"987448076087443456";NA;"<a href=\"https://dlvrit.com/\" rel=\"nofollow\">dlvr.it</a>";"TheNextMarketer";0;FALSE;FALSE;NA;NA
"https://t.co/gJEGuhiTw0";FALSE;0;NA;2018-04-20 21:48:50;FALSE;NA;"987448026456363011";NA;"<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>";"DrTao";0;FALSE;FALSE;NA;NA
"Mercedes-Benz Improves Customer Service in the Trucks Division with Artificial Intelligence https://t.co/DyGZh11VGU";FALSE;0;NA;2018-04-20 21:48:47;FALSE;NA;"987448014263521280";NA;"<a href=\"http://app.sociabble.com\" rel=\"nofollow\">SociabbleApp</a>";"rzimermann";0;FALSE;FALSE;NA;NA
"RT @dbrainio: AI needs to be at the service of deepening human relationships. It has a potential to customize and deepen the consumer exper…";FALSE;0;NA;2018-04-20 21:48:41;FALSE;NA;"987447989693272064";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"MajorKhiam";195;TRUE;FALSE;NA;NA
"Chinese factories deploy AI to grow more than 6 billion roaches a year https://t.co/eKoc2CsLwI";FALSE;0;NA;2018-04-20 21:48:30;FALSE;NA;"987447946114412544";NA;"<a href=\"https://ifttt.com\" rel=\"nofollow\">IFTTT</a>";"bestwallander";0;FALSE;FALSE;NA;NA
"RT @AmazngAuthors: #robots #artificialIntelligence  #robotics #robotwars #sexbots Does humanity have a future? Was Hawking right about the…";FALSE;0;NA;2018-04-20 21:48:28;FALSE;NA;"987447934017994752";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"LesterSmith2";1;TRUE;FALSE;NA;NA
"Chinese factories deploy AI to grow more than 6 billion roaches a year https://t.co/MdDuuGdfuu https://t.co/e46742Bocs";FALSE;0;NA;2018-04-20 21:48:24;FALSE;NA;"987447920927617025";NA;"<a href=\"https://ifttt.com\" rel=\"nofollow\">IFTTT</a>";"tHeJoKeR_78";0;FALSE;FALSE;NA;NA
"Artificial intelligence: the game changer in financial services — P101 https://t.co/iUGMTsz8a8 https://t.co/YZMyRrFIFE";FALSE;0;NA;2018-04-20 21:48:16;FALSE;NA;"987447885380939777";NA;"<a href=\"https://upflow.co\" rel=\"nofollow\">Upflow</a>";"BryanMcKernan2";0;FALSE;FALSE;NA;NA
"Chinese factories deploy AI to grow more than 6 billion roaches a year https://t.co/3svGKHjz19 via The Next Web";FALSE;0;NA;2018-04-20 21:47:32;FALSE;NA;"987447700814692352";NA;"<a href=\"https://ifttt.com\" rel=\"nofollow\">IFTTT</a>";"Billtraviano";0;FALSE;FALSE;NA;NA
"Chinese factories deploy AI to grow more than 6 billion roaches a year https://t.co/FFUgMW8r9f";FALSE;0;NA;2018-04-20 21:47:27;FALSE;NA;"987447678161309696";NA;"<a href=\"https://ifttt.com\" rel=\"nofollow\">IFTTT</a>";"salvietta150x40";0;FALSE;FALSE;NA;NA
